user ID,used buses,used transfer points,waiting time,ride time
0,[8],"[17, 31]",2.0,10.286
1,"[6, 0]","[16, 6, 3]",21.0,9.533
2,"[6, 0]","[14, 6, 18]",21.0,10.082
3,[6],"[9, 13]",2.0,8.625
4,[7],"[24, 0]",2.0,9.792
5,"[6, 8]","[15, 6, 28]",21.2,19.01
6,"[6, 7]","[16, 0, 26]",15.0,31.423
7,[6],"[11, 16]",2.0,10.91
8,-,-,-,-
9,"[6, 0]","[11, 6, 18]",6.0,15.603
10,[6],"[6, 14]",2.0,6.924
11,"[6, 0]","[12, 6, 5]",22.6,12.937
12,"[7, 0]","[26, 0, 3]",4.0,25.569
13,[0],"[2, 4]",2.0,8.625
14,-,-,-,-
15,-,-,-,-
16,-,-,-,-
17,[6],"[11, 14]",2.0,6.924
18,-,-,-,-
19,[6],"[11, 7]",2.0,8.132
