number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,08:15:47,[],[]
2,6,08:22:59,08:25:00,['47'],[]
3,4,08:33:42,08:41:38,[],['47']
4,5,08:45:19,08:50:00,"['19', '12']",[]
5,8,08:59:13,09:13:37,[],"['19', '12']"
6,7,09:18:59,10:05:00,['17'],[]
7,4,10:16:09,10:18:09,[],['17']
8,7,10:29:18,11:00:00,"['11', '43']",[]
9,8,11:05:22,11:10:00,[],"['11', '43']"
10,4,11:22:55,12:20:00,['28'],[]
11,6,12:28:42,12:45:42,[],['28']
12,5,12:51:36,13:20:00,['44'],[]
13,8,13:29:13,13:31:13,[],['44']
14,4,13:44:08,14:09:37,['1'],[]
15,7,14:20:46,14:28:27,[],['1']
16,27,14:33:49,19:00:00,[],[]
