user ID,used buses,used transfer points,waiting time,ride time
0,-,-,-,-
1,"[30, 21, 10]","[19, 0, 4, 7]",23.9,52.313
2,-,-,-,-
3,-,-,-,-
4,"[30, 21]","[17, 0, 2]",10.8,19.928
5,[30],"[18, 0]",2.0,11.566
6,-,-,-,-
7,[20],"[14, 4]",4.0,21.881
8,-,-,-,-
9,-,-,-,-
10,[21],"[2, 0]",2.0,11.418
11,"[10, 20]","[7, 8, 0]",8.6,35.62
12,"[10, 20]","[5, 8, 12]",18.4,25.834
13,[14],"[24, 25]",2.0,5.538
14,-,-,-,-
15,[20],"[12, 14]",2.0,6.72
16,"[20, 14]","[12, 13, 22]",24.0,17.04
17,[10],"[7, 4]",2.0,11.154
18,-,-,-,-
19,"[10, 20]","[5, 8, 9]",16.4,19.996
20,-,-,-,-
21,"[20, 14]","[12, 13, 24]",4.0,13.75
22,[14],"[22, 24]",2.0,12.824
23,[20],"[9, 14]",4.0,15.692
24,[21],"[2, 0]",2.0,11.418
25,"[20, 14]","[14, 13, 25]",4.0,6.611
26,-,-,-,-
27,"[14, 20, 30]","[25, 13, 0, 16]",6.0,20.534
28,[10],"[4, 6]",2.0,8.708
29,"[20, 14]","[8, 13, 22]",6.4,33.085
30,-,-,-,-
31,-,-,-,-
32,[30],"[0, 19]",4.0,14.972
33,"[14, 20, 30]","[24, 13, 0, 19]",10.0,34.583
34,-,-,-,-
35,"[30, 20]","[17, 0, 14]",20.3,19.941
36,-,-,-,-
37,"[14, 30]","[23, 21, 19]",11.6,21.091
38,-,-,-,-
39,"[30, 21]","[18, 0, 2]",12.3,22.984
40,"[21, 20]","[2, 0, 12]",8.3,25.264
41,[20],"[11, 8]",4.0,23.727
42,"[14, 20]","[22, 13, 8]",4.0,32.262
43,"[10, 20, 30]","[7, 8, 0, 16]",31.4,42.081
44,"[10, 20]","[5, 8, 9]",15.0,19.996
45,"[21, 30]","[3, 0, 18]",18.1,28.411
46,[20],"[8, 9]",2.0,10.765
47,"[10, 21]","[6, 4, 1]",17.4,29.016
48,"[14, 30]","[22, 21, 0]",11.6,26.06
49,"[30, 20]","[16, 0, 12]",20.3,21.122
