number,stop ID,arrival time,departure time,pick up users,drop of users
1,29,07:00:00,09:10:13,[],[]
2,13,09:16:47,09:28:37,"['0', '18']",[]
3,12,09:31:23,09:33:24,[],['0']
4,27,09:35:21,09:37:21,[],['18']
5,24,09:39:32,10:28:26,['7'],[]
6,12,10:32:28,10:35:00,['58'],['7']
7,13,10:37:46,10:39:46,[],['58']
8,25,10:46:20,10:48:20,['57'],[]
9,24,10:52:29,10:54:29,[],['57']
10,13,11:01:03,11:40:00,['27'],[]
11,27,11:44:22,11:55:00,['5'],[]
12,24,11:57:11,12:02:52,[],"['5', '27']"
13,13,12:09:26,12:32:36,['6'],[]
14,25,12:39:10,12:50:54,[],['6']
15,13,12:57:28,12:59:28,['26'],[]
16,24,13:06:02,13:16:01,['55'],[]
17,25,13:20:10,13:28:31,[],"['26', '55']"
18,24,13:32:40,13:34:40,['14'],[]
19,12,13:38:42,13:40:43,[],['14']
20,26,13:45:45,13:55:00,['46'],[]
21,13,14:01:22,14:18:19,[],['46']
22,25,14:24:53,15:00:00,['20'],[]
23,13,15:06:34,15:08:34,[],['20']
24,25,15:15:08,15:30:00,['30'],[]
25,13,15:36:34,15:38:34,[],['30']
26,24,15:45:08,15:53:02,['47'],[]
27,26,15:56:29,15:58:30,[],['47']
28,24,16:01:57,16:03:57,['50'],[]
29,25,16:08:06,16:10:06,[],['50']
30,24,16:14:15,16:25:00,['10'],[]
31,13,16:31:34,16:46:57,['9'],['10']
32,24,16:53:31,16:55:31,[],['9']
33,29,16:59:40,19:00:00,[],[]
