user ID,used buses,used transfer points,waiting time,ride time
0,"[24, 28]","[19, 0, 2]",13.8,24.477
1,[19],"[3, 8]",2.0,4.154
2,"[28, 29]","[1, 0, 9]",6.0,23.965
3,"[29, 28]","[13, 3, 4]",4.0,20.135
4,"[19, 28]","[9, 3, 4]",18.0,11.077
5,[28],"[1, 2]",2.0,3.462
6,[14],"[14, 15]",2.0,3.462
7,[18],"[3, 5]",4.0,9.17
8,[19],"[9, 11]",2.0,3.462
9,"[29, 24]","[9, 0, 14]",8.6,21.019
10,"[29, 28, 24]","[9, 3, 4, 19]",27.3,20.313
11,[14],"[0, 15]",6.5,9.0
12,"[19, 18]","[13, 3, 0]",15.4,29.875
13,[29],"[9, 11]",2.0,3.462
14,"[19, 28, 24]","[9, 3, 4, 19]",22.5,20.313
15,"[14, 28]","[20, 4, 3]",13.1,17.377
16,[14],"[15, 0]",2.0,9.0
17,"[29, 24]","[11, 0, 15]",12.6,27.942
18,"[28, 29]","[4, 0, 7]",12.1,20.077
19,"[19, 28, 24]","[12, 3, 4, 15]",21.4,26.517
20,"[28, 24]","[1, 4, 20]",20.2,24.517
21,[19],"[10, 9]",2.0,2.496
22,"[19, 18]","[9, 3, 1]",11.4,14.538
23,[19],"[11, 13]",2.0,5.709
24,"[18, 19]","[6, 3, 8]",21.3,9.863
25,[29],"[0, 9]",4.0,17.734
26,"[29, 24]","[7, 0, 16]",18.9,12.878
27,"[24, 28, 29]","[20, 4, 3, 9]",28.6,24.992
28,[14],"[14, 4]",2.0,7.894
29,"[14, 18]","[15, 4, 5]",16.1,12.092
