number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:58:14,['25'],[]
2,1,09:04:26,09:06:26,[],['25']
3,0,09:12:38,09:55:20,"['31', '15']",[]
4,1,10:01:32,10:22:16,[],['31']
5,3,10:33:21,10:35:21,[],['15']
6,4,10:44:35,11:15:46,['29'],[]
7,3,11:25:00,11:27:00,['38'],['29']
8,2,11:32:32,11:42:00,['23'],[]
9,0,11:53:25,13:21:02,['18'],"['23', '38']"
10,2,13:32:27,13:34:27,[],['18']
11,1,13:39:59,13:41:59,['6'],[]
12,4,14:02:17,14:09:48,"['20', '21']",['6']
13,0,14:35:48,19:00:00,[],"['20', '21']"
