number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,09:31:48,[],[]
2,22,09:43:39,09:45:39,['34'],[]
3,0,09:57:30,10:08:58,"['37', '9']",['34']
4,23,10:24:20,10:26:20,[],['37']
5,24,10:31:52,11:17:33,['24'],['9']
6,0,11:38:25,11:40:25,"['66', '40', '41']",['24']
7,21,11:48:59,11:50:59,[],['66']
8,23,11:57:54,11:59:54,[],['41']
9,24,12:05:26,12:07:26,['27'],['40']
10,21,12:19:54,12:22:00,['63'],[]
11,0,12:30:34,12:33:31,[],"['63', '27']"
12,23,12:48:53,13:52:00,['46'],[]
13,0,14:07:22,14:09:32,"['83', '19']",['46']
14,23,14:24:54,14:26:54,[],['19']
15,24,14:32:26,14:34:26,[],['83']
16,0,14:55:18,15:06:40,['97'],[]
17,21,15:15:14,15:17:14,[],['97']
18,24,15:29:42,15:50:08,['28'],[]
19,0,16:11:00,19:00:00,[],['28']
