user ID,used buses,used transfer points,waiting time,ride time
12,-,-,-,-
7,-,-,-,-
25,-,-,-,-
31,-,-,-,-
18,-,-,-,-
10,[9],"[9, 8]",2.0,7.5
14,"[9, 8]","[9, 3, 4]",21.6,24.0
36,-,-,-,-
39,[9],"[13, 12]",2.0,6.0
29,[8],"[2, 4]",2.0,15.0
38,-,-,-,-
16,-,-,-,-
4,[8],"[3, 6]",2.0,12.369
13,-,-,-,-
35,-,-,-,-
1,-,-,-,-
32,-,-,-,-
27,[8],"[5, 4]",2.0,12.369
20,[9],"[13, 11]",2.0,12.369
22,[9],"[13, 11]",2.0,12.369
9,-,-,-,-
8,-,-,-,-
11,-,-,-,-
6,-,-,-,-
30,-,-,-,-
0,-,-,-,-
17,[9],"[13, 11]",2.0,12.369
5,[8],"[0, 2]",2.0,15.443
15,[9],"[3, 8]",2.0,9.0
19,"[9, 8]","[8, 3, 2]",20.5,16.5
26,-,-,-,-
3,-,-,-,-
21,-,-,-,-
37,[9],"[9, 8]",2.0,7.5
28,-,-,-,-
2,-,-,-,-
23,[8],"[2, 5]",2.0,16.971
33,-,-,-,-
34,-,-,-,-
24,[8],"[2, 0]",2.0,15.443
