number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:07:20,[],[]
2,17,08:22:59,08:25:00,['0'],[]
3,4,08:29:53,08:42:12,[],['0']
4,14,08:50:05,09:00:00,['12'],[]
5,0,09:05:32,09:11:46,['18'],['12']
6,14,09:17:18,09:30:00,['25'],[]
7,15,09:33:27,09:35:27,[],['18']
8,4,09:41:49,09:46:23,['29'],['25']
9,16,09:50:06,09:52:07,[],['29']
10,4,09:55:50,09:57:50,['27'],[]
11,20,10:11:44,10:13:45,[],['27']
12,17,10:22:59,10:25:00,['4'],[]
13,4,10:29:53,10:35:24,['7'],['4']
14,17,10:40:17,10:43:21,[],['7']
15,14,10:55:44,11:00:00,['26'],[]
16,20,11:20:22,11:22:22,[],['26']
17,17,11:31:36,11:33:36,['9'],[]
18,4,11:38:29,11:46:53,[],['9']
19,0,11:58:59,12:15:00,['3'],[]
20,16,12:24:24,12:26:24,[],['3']
21,17,12:34:57,12:55:00,['2'],[]
22,4,12:59:53,13:01:53,[],['2']
23,18,13:10:52,13:15:00,['13'],[]
24,4,13:24:00,13:26:00,[],['13']
25,14,13:33:53,14:04:59,['28'],[]
26,0,14:10:31,14:12:31,[],['28']
27,28,14:12:30,19:00:00,[],[]
