number,stop ID,arrival time,departure time,pick up users,drop of users
1,29,07:00:00,09:30:32,[],[]
2,26,09:37:45,09:39:46,['7'],[]
3,24,09:43:13,09:45:14,['11'],['7']
4,25,09:49:23,09:51:23,[],['11']
5,24,09:55:32,09:57:32,['24'],[]
6,13,10:04:06,10:06:06,['5'],['24']
7,27,10:10:28,10:17:07,[],['5']
8,26,10:20:34,10:25:00,['10'],[]
9,24,10:28:27,10:30:27,[],['10']
10,13,10:37:01,10:39:01,['23'],[]
11,27,10:43:23,10:54:09,[],['23']
12,12,10:56:06,12:35:00,['14'],[]
13,24,12:39:02,13:59:42,['21'],['14']
14,25,14:03:51,14:05:51,[],['21']
15,29,14:05:51,19:00:00,[],[]
