number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,08:02:51,[],[]
2,9,08:13:37,08:15:37,['0'],[]
3,11,08:19:25,08:30:29,['1'],[]
4,12,08:35:27,08:41:53,['5'],"['0', '1']"
5,7,08:53:02,08:55:02,[],['5']
6,10,09:01:30,09:17:00,['8'],[]
7,0,09:39:12,09:46:01,[],['8']
8,11,10:02:59,11:52:00,['7'],[]
9,13,12:03:41,12:05:41,[],['7']
10,9,12:17:41,12:30:16,['6'],[]
11,12,12:36:06,12:38:06,[],['6']
12,11,12:43:04,13:37:00,['4'],[]
13,12,13:41:58,14:18:58,['3'],['4']
14,9,14:24:48,14:26:48,[],['3']
15,8,14:37:34,19:00:00,[],[]
