user ID,used buses,used transfer points,waiting time,ride time
0,"[0, 16]","[18, 6, 8]",15.8,23.309
1,[0],"[4, 17]",2.0,6.556
2,[16],"[14, 6]",4.0,7.119
3,[0],"[17, 2]",4.0,15.072
4,"[16, 0]","[15, 0, 2]",6.0,24.607
5,"[16, 0]","[16, 6, 5]",4.0,4.39
6,[10],"[3, 18]",4.0,10.589
7,[10],"[19, 1]",2.0,15.535
8,"[10, 6]","[19, 6, 9]",4.0,14.375
9,[10],"[19, 18]",2.0,1.818
10,[6],"[12, 9]",2.0,6.429
11,"[0, 16]","[18, 6, 12]",13.8,15.812
12,"[0, 6]","[5, 6, 8]",23.4,15.234
13,[10],"[2, 20]",2.0,16.764
14,"[10, 16]","[20, 6, 7]",21.6,19.746
15,[10],"[19, 1]",2.0,15.535
16,"[6, 10]","[16, 6, 19]",6.9,6.511
17,[6],"[9, 0]",2.0,13.848
18,"[6, 10]","[12, 6, 2]",4.0,22.563
19,[0],"[17, 4]",2.0,6.556
