number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:59:58,[],[]
2,3,08:09:16,08:11:17,['2'],[]
3,10,08:21:04,08:23:04,[],['2']
4,12,08:29:59,08:32:00,['12'],[]
5,9,08:41:06,08:59:56,['61'],[]
6,0,09:15:24,09:36:12,['42'],"['12', '61']"
7,3,09:45:30,09:47:31,['55'],['42']
8,13,10:04:11,10:37:00,['75'],['55']
9,12,10:39:46,10:42:00,['76'],[]
10,3,10:58:40,11:00:40,[],"['75', '76']"
11,9,11:08:16,11:52:00,"['65', '28']",[]
12,3,11:59:36,12:19:03,['25'],"['65', '28']"
13,9,12:26:39,12:28:40,[],['25']
14,11,12:32:07,12:50:17,['44'],[]
15,8,12:57:12,12:59:13,['29'],[]
16,3,13:03:22,13:23:23,"['60', '38', '51', '4']","['29', '44']"
17,8,13:27:32,13:29:32,[],['38']
18,9,13:32:59,13:38:29,[],['60']
19,10,13:40:58,13:42:59,['11'],['4']
20,12,13:49:54,13:52:00,['20'],"['51', '11']"
21,13,13:54:46,13:56:46,[],['20']
22,11,14:02:28,14:04:28,['19'],[]
23,12,14:10:10,14:12:11,[],['19']
24,0,14:35:41,19:00:00,[],[]
