user ID,used buses,used transfer points,waiting time,ride time
0,[16],"[8, 9]",2.0,1.286
1,"[6, 0]","[7, 0, 18]",6.2,31.477
2,[0],"[2, 20]",6.0,21.501
3,[16],"[8, 9]",2.0,1.286
4,"[10, 6]","[0, 6, 12]",8.3,29.01
5,[10],"[3, 20]",17.1,13.464
6,[16],"[14, 16]",2.0,5.301
7,[16],"[9, 11]",2.0,4.066
8,[10],"[5, 6]",2.0,2.571
9,"[16, 10]","[14, 6, 4]",4.0,10.781
10,[16],"[7, 0]",2.0,9.792
11,"[6, 10]","[15, 6, 18]",4.0,7.511
12,[0],"[3, 0]",2.0,10.91
13,[16],"[0, 7]",2.0,9.792
14,"[10, 6]","[5, 6, 12]",22.4,13.132
15,[10],"[4, 20]",4.0,9.607
16,[6],"[15, 10]",2.0,6.556
17,"[16, 10]","[9, 6, 5]",23.0,14.071
18,"[6, 10]","[11, 6, 20]",17.8,19.46
19,"[0, 16]","[1, 0, 8]",17.4,18.285
20,"[0, 16]","[19, 6, 10]",13.2,17.306
21,[16],"[12, 0]",16.9,19.833
22,[6],"[15, 9]",2.0,7.821
23,"[10, 16]","[17, 6, 15]",10.9,7.511
24,"[6, 0]","[15, 6, 20]",4.0,10.386
25,"[16, 0]","[9, 6, 3]",19.3,24.509
26,[10],"[17, 0]",9.5,20.994
27,[10],"[6, 2]",2.0,12.197
28,"[16, 0]","[12, 6, 3]",4.0,18.08
29,"[10, 6]","[5, 6, 14]",20.4,9.495
30,"[6, 10]","[12, 6, 20]",8.6,17.118
31,[0],"[17, 6]",2.0,2.875
32,"[0, 6]","[2, 6, 7]",4.0,23.84
33,"[6, 0]","[7, 0, 17]",4.2,28.905
34,"[16, 10]","[9, 6, 17]",10.0,21.191
35,"[6, 10]","[16, 6, 20]",4.0,7.568
36,"[16, 0]","[16, 6, 20]",20.0,7.568
37,"[6, 0]","[9, 6, 19]",14.8,22.729
38,"[0, 6]","[17, 6, 14]",6.0,9.994
39,-,-,-,-
40,"[6, 0]","[8, 6, 4]",11.4,16.794
41,"[0, 16]","[2, 6, 10]",21.1,23.535
42,"[0, 16]","[1, 6, 8]",16.2,26.146
43,[6],"[7, 11]",4.0,8.132
44,"[10, 16]","[17, 6, 10]",6.0,14.067
45,"[10, 6]","[2, 6, 14]",22.4,19.287
46,[16],"[9, 6]",6.0,14.765
47,"[16, 0]","[7, 6, 17]",16.0,21.706
48,"[16, 0]","[14, 6, 0]",15.7,25.238
49,-,-,-,-
50,"[6, 10]","[13, 6, 1]",6.0,22.843
51,[6],"[8, 11]",4.0,5.351
52,[16],"[13, 14]",2.0,2.571
53,"[6, 10]","[8, 6, 17]",11.8,15.538
54,"[16, 10]","[11, 6, 20]",24.5,18.478
55,"[0, 6]","[19, 6, 13]",16.5,12.235
56,-,-,-,-
57,"[10, 6]","[3, 6, 15]",4.3,12.35
58,"[6, 10]","[9, 6, 18]",17.8,19.669
59,[0],"[0, 2]",2.0,5.455
60,[6],"[10, 15]",2.0,6.556
61,"[0, 16]","[2, 0, 11]",21.5,24.206
62,"[10, 16]","[19, 6, 13]",22.3,12.235
63,[6],"[6, 16]",2.0,1.818
64,[10],"[17, 1]",2.0,15.641
65,"[10, 16]","[1, 6, 15]",18.4,18.059
66,"[6, 0]","[10, 6, 3]",6.0,18.08
67,[6],"[15, 11]",2.0,8.233
68,"[10, 6]","[4, 6, 15]",10.6,8.493
69,"[0, 6]","[3, 6, 12]",19.5,18.08
70,[6],"[6, 9]",10.5,16.814
71,[10],"[4, 18]",2.0,6.556
72,"[0, 6]","[3, 6, 9]",12.6,20.192
73,[0],"[1, 20]",8.0,22.787
74,[6],"[8, 0]",8.1,13.649
75,[6],"[8, 9]",2.0,1.286
76,[16],"[13, 16]",4.0,7.873
77,[6],"[7, 8]",2.0,3.857
78,[16],"[12, 10]",2.0,5.455
79,[16],"[10, 6]",4.0,13.48
