user ID,used buses,used transfer points,waiting time,ride time
0,[18],"[6, 4]",4.0,6.401
1,[29],"[10, 12]",2.0,6.923
2,"[14, 18, 29]","[19, 4, 3, 10]",23.7,24.329
3,"[18, 19]","[2, 3, 8]",10.6,7.615
4,"[29, 28]","[9, 3, 4]",8.3,11.077
5,"[28, 19]","[1, 0, 13]",18.0,30.817
6,"[29, 28, 14]","[11, 3, 4, 17]",16.1,19.434
7,"[18, 24]","[6, 4, 20]",24.4,20.316
8,"[14, 28]","[14, 4, 5]",22.6,13.87
9,"[24, 28]","[18, 4, 1]",23.2,19.491
10,"[19, 28, 24]","[12, 3, 4, 16]",28.3,23.863
11,[24],"[17, 18]",2.0,4.211
12,"[29, 28, 24]","[10, 3, 4, 14]",24.8,23.097
13,[14],"[18, 4]",2.0,9.0
14,"[28, 14]","[1, 4, 14]",15.6,18.278
15,[19],"[13, 7]",6.0,26.57
16,[14],"[19, 14]",12.4,18.97
17,-,-,-,-
18,[14],"[14, 17]",16.9,13.056
19,-,-,-,-
20,[24],"[15, 20]",4.0,20.298
21,[19],"[0, 9]",2.0,15.48
22,"[24, 18]","[20, 4, 2]",9.0,20.838
23,[19],"[12, 10]",2.0,6.923
24,"[29, 28, 14]","[10, 3, 4, 16]",26.6,16.98
25,[29],"[10, 0]",10.3,19.426
26,[24],"[17, 15]",4.0,11.278
27,"[18, 14]","[6, 4, 16]",6.0,10.129
28,"[29, 18]","[12, 3, 0]",10.0,29.868
29,"[28, 29]","[4, 3, 13]",24.9,20.154
30,"[19, 28, 14]","[13, 3, 4, 17]",19.5,27.799
31,[29],"[3, 8]",2.0,4.154
32,[14],"[20, 18]",4.0,6.972
33,"[29, 28, 24]","[13, 3, 4, 14]",28.8,28.141
34,[19],"[9, 11]",2.0,3.462
35,"[14, 28, 19]","[20, 4, 3, 12]",23.5,36.22
36,[18],"[1, 5]",12.6,12.838
37,[19],"[8, 10]",2.0,5.709
38,[18],"[5, 2]",12.2,12.632
39,"[29, 18]","[13, 3, 1]",10.0,26.406
40,"[19, 28, 14]","[12, 3, 4, 19]",25.1,31.318
41,"[14, 18, 29]","[20, 4, 3, 10]",25.7,29.225
42,"[24, 18, 19]","[17, 4, 3, 12]",28.5,25.143
43,-,-,-,-
44,[14],"[16, 18]",19.3,12.835
45,"[19, 28]","[8, 3, 0]",9.5,17.308
46,[18],"[5, 3]",5.6,9.17
47,[18],"[1, 2]",2.0,3.462
48,"[14, 28, 29]","[16, 4, 3, 13]",8.0,23.882
49,[24],"[20, 4]",2.0,13.915
