number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:32:00,['65'],[]
2,22,08:37:32,08:39:32,[],['65']
3,13,08:49:51,09:00:21,['27'],[]
4,23,09:07:00,11:20:37,['95'],['27']
5,13,11:27:16,11:59:38,"['47', '4', '26']",['95']
6,23,12:06:17,12:08:16,[],"['47', '4', '26']"
7,24,12:12:11,12:42:00,['93'],[]
8,21,12:59:50,13:01:50,['58'],['93']
9,23,13:16:10,14:02:00,['36'],['58']
10,22,14:11:05,14:49:05,['49'],['36']
11,13,14:59:24,15:26:24,['28'],['49']
12,25,15:29:19,15:31:19,[],['28']
13,13,15:34:14,16:58:15,"['77', '5', '70']",[]
14,23,17:04:54,17:24:17,[],"['77', '5', '70']"
15,21,17:38:37,19:00:00,[],[]
