number,stop ID,arrival time,departure time,pick up users,drop of users
1,22,07:00:00,08:00:52,[],[]
2,11,08:13:35,08:15:36,['48'],[]
3,6,08:28:19,08:30:20,[],['48']
4,8,08:42:59,08:45:00,['32'],[]
5,6,08:57:39,08:59:39,[],['32']
6,15,09:04:17,09:22:30,['31'],[]
7,6,09:27:08,09:29:08,"['17', '24']",['31']
8,14,09:36:03,09:43:00,[],['24']
9,8,09:52:05,09:54:06,[],['17']
10,14,10:03:11,10:18:31,['1'],[]
11,15,10:21:05,10:23:05,['36'],[]
12,6,10:27:43,10:29:43,[],"['36', '1']"
13,16,10:31:32,10:35:00,['22'],[]
14,12,10:43:37,10:45:37,[],['22']
15,11,10:49:28,11:40:00,['29'],[]
16,12,11:43:51,11:47:15,['49'],[]
17,15,11:52:59,11:55:00,['30'],[]
18,6,11:59:38,14:44:34,['44'],"['30', '29', '49']"
19,11,14:57:17,14:59:17,[],['44']
20,9,15:03:20,15:45:49,['19'],[]
21,15,15:53:38,16:10:40,[],['19']
22,14,16:13:14,16:50:00,['21'],[]
23,15,16:52:34,16:54:34,['15'],[]
24,6,16:59:12,17:13:16,[],"['21', '15']"
25,22,17:13:15,19:00:00,[],[]
