number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,07:50:57,[],[]
2,0,08:21:11,08:23:11,['16'],[]
3,14,08:31:07,08:40:00,['19'],[]
4,11,08:51:04,08:53:04,['17'],['19']
5,8,09:06:47,09:08:47,[],"['16', '17']"
6,12,09:25:17,09:27:18,['3'],[]
7,4,09:43:04,09:45:05,[],['3']
8,10,09:50:59,09:55:00,['18'],[]
9,13,10:12:01,10:14:01,[],['18']
10,4,10:36:29,10:40:00,['20'],[]
11,10,10:45:54,10:47:54,[],['20']
12,8,10:58:13,11:00:13,['8'],[]
13,13,11:22:09,11:24:10,[],['8']
14,16,11:46:06,19:00:00,[],[]
