number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:10:18,[],[]
2,17,08:25:58,08:27:58,['42'],[]
3,4,08:32:52,08:34:52,[],['42']
4,15,08:41:15,08:43:15,['20'],[]
5,16,08:46:01,08:52:00,['48'],[]
6,4,08:55:44,09:01:05,['7'],['48']
7,20,09:15:00,09:17:00,['49'],"['20', '7']"
8,19,09:21:54,09:32:13,['43'],[]
9,4,09:41:27,09:43:27,[],"['49', '43']"
10,20,09:57:22,10:17:00,['22'],[]
11,4,10:30:55,10:35:06,[],['22']
12,17,10:40:00,10:42:00,['11'],[]
13,18,10:46:13,10:55:47,['9'],['11']
14,17,11:00:00,11:02:00,['26'],[]
15,4,11:06:54,11:21:46,['10'],['9']
16,16,11:25:30,11:27:30,[],['10']
17,15,11:30:16,11:32:16,[],['26']
18,0,11:41:16,19:00:00,[],[]
