number,stop ID,arrival time,departure time,pick up users,drop of users
1,22,07:00:00,07:56:04,[],[]
2,14,08:02:59,08:05:00,['26'],[]
3,12,08:08:38,08:10:38,[],['26']
4,11,08:14:29,08:16:29,['8'],[]
5,10,08:20:20,08:22:21,[],['8']
6,8,08:24:55,08:26:55,['35'],[]
7,9,08:28:12,08:30:12,['29'],['35']
8,12,08:36:37,08:38:38,['21'],[]
9,13,08:41:12,08:43:12,['39'],[]
10,14,08:45:46,08:47:46,['27'],[]
11,15,08:50:20,08:53:13,['14'],[]
12,6,08:57:51,09:01:16,"['38', '40']","['27', '21', '39', '14', '29']"
13,14,09:08:11,09:10:11,[],['38']
14,11,09:17:06,09:19:07,[],['40']
15,8,09:23:45,09:35:00,['33'],[]
16,6,09:47:39,09:56:10,['2'],['33']
17,10,10:06:31,10:08:32,[],['2']
18,9,10:09:49,10:11:49,['36'],[]
19,12,10:18:14,10:20:15,['41'],[]
20,13,10:22:49,10:24:49,['30'],[]
21,6,10:34:10,10:36:10,['10'],"['36', '41', '30']"
22,7,10:47:48,10:52:08,['9'],['10']
23,9,10:56:11,10:58:12,['28'],[]
24,16,11:07:59,11:10:00,['37'],[]
25,6,11:11:49,11:28:44,[],"['37', '9', '28']"
26,22,11:28:44,19:00:00,[],[]
