user ID,used buses,used transfer points,waiting time,ride time
0,-,-,-,-
1,"[92, 8]","[22, 0, 4]",21.4,28.466
2,[9],"[11, 10]",2.0,1.958
3,"[64, 92, 4]","[27, 24, 0, 4]",15.2,35.21
4,"[4, 8, 92, 64]","[16, 4, 0, 24, 25]",13.0,40.865
5,"[92, 4]","[23, 0, 14]",4.0,20.91
6,"[4, 8, 92, 64]","[14, 4, 0, 24, 25]",15.0,45.298
7,"[64, 9, 8]","[24, 13, 3, 1]",12.8,30.277
8,"[9, 8]","[9, 3, 2]",4.7,11.077
9,[4],"[4, 15]",2.0,6.383
10,"[8, 4]","[6, 4, 19]",23.4,15.152
11,"[9, 8]","[10, 3, 0]",10.2,19.426
12,"[92, 8]","[23, 0, 3]",21.1,24.686
13,[4],"[18, 0]",2.0,18.434
14,[64],"[24, 12]",2.0,4.037
15,"[92, 64, 9]","[22, 24, 13, 11]",12.1,21.303
16,"[8, 9]","[4, 3, 9]",20.0,11.077
17,[4],"[19, 18]",2.0,2.077
18,-,-,-,-
19,[64],"[24, 27]",2.0,2.189
20,"[9, 8]","[9, 3, 0]",8.2,16.929
21,-,-,-,-
22,-,-,-,-
23,"[9, 8, 92]","[10, 3, 0, 22]",13.1,32.551
24,"[64, 92, 8]","[12, 24, 0, 1]",24.1,31.145
25,"[8, 9]","[0, 3, 11]",16.3,24.231
26,[4],"[19, 15]",4.0,17.37
27,-,-,-,-
28,"[9, 8]","[11, 3, 4]",23.2,14.538
29,"[4, 9]","[15, 0, 11]",16.9,27.641
