user ID,used buses,used transfer points,waiting time,ride time
0,"[21, 20, 14]","[2, 0, 13, 22]",20.2,32.892
1,"[10, 20]","[8, 4, 14]",4.0,34.473
2,"[20, 14]","[14, 13, 23]",13.8,10.349
3,[30],"[21, 15]",2.0,17.514
4,"[30, 20]","[16, 0, 4]",9.5,40.094
5,"[21, 30]","[1, 0, 15]",4.0,8.961
6,[30],"[21, 17]",2.0,12.923
7,"[14, 20]","[22, 13, 14]",15.4,14.013
8,"[14, 20, 21]","[21, 13, 0, 3]",14.6,41.721
9,"[30, 21]","[19, 0, 4]",28.9,40.054
10,"[30, 20]","[15, 0, 4]",9.1,36.881
11,"[20, 30]","[10, 0, 15]",13.2,30.944
12,[30],"[18, 0]",2.0,11.566
13,"[30, 20]","[19, 0, 13]",19.0,26.125
14,[21],"[2, 3]",2.0,5.538
15,"[21, 30]","[2, 0, 17]",4.0,19.928
16,[14],"[23, 21]",2.0,14.33
17,"[21, 20]","[3, 0, 12]",6.0,34.718
18,"[14, 20, 10]","[22, 13, 4, 7]",19.8,43.952
19,-,-,-,-
20,[20],"[11, 13]",2.0,11.676
21,"[21, 20, 14]","[2, 0, 13, 25]",28.2,25.97
22,"[10, 20]","[6, 8, 9]",20.8,17.974
23,[20],"[13, 14]",2.0,3.692
24,"[10, 21]","[7, 4, 3]",9.9,20.384
25,"[21, 20, 14]","[3, 0, 13, 21]",6.0,41.721
26,"[14, 20]","[21, 13, 0]",6.5,36.011
27,"[14, 20, 30]","[24, 13, 0, 18]",10.8,30.386
28,[21],"[1, 4]",2.0,20.308
29,[10],"[8, 5]",2.0,9.231
