number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,08:08:46,[],[]
2,5,08:17:59,08:20:00,['60'],[]
3,8,08:29:13,08:40:55,[],['60']
4,7,08:46:17,09:21:30,['1'],[]
5,4,09:32:39,09:34:39,['78'],['1']
6,7,09:45:48,11:35:00,"['32', '57']",['78']
7,8,11:40:22,11:42:22,[],"['32', '57']"
8,7,11:47:44,11:50:00,['45'],[]
9,6,11:52:46,11:54:46,['61'],[]
10,4,12:03:28,12:05:28,[],"['45', '61']"
11,7,12:16:37,12:20:00,['62'],[]
12,5,12:27:56,12:29:56,['54'],[]
13,4,12:33:37,13:25:00,['75'],"['62', '54']"
14,8,13:37:55,13:53:33,['41'],['75']
15,4,14:06:28,15:14:18,['26'],['41']
16,5,15:17:59,15:20:00,['42'],['26']
17,7,15:27:56,15:29:56,[],['42']
18,5,15:37:52,15:45:00,['29'],[]
19,4,15:48:41,16:07:37,"['35', '39']",['29']
20,5,16:11:18,16:13:19,[],['39']
21,8,16:22:32,16:24:33,[],['35']
22,16,16:24:32,19:00:00,[],[]
