user ID,used buses,used transfer points,waiting time,ride time
0,"[0, 6]","[1, 6, 10]",8.6,24.586
1,[16],"[10, 14]",4.0,10.068
2,"[0, 16]","[18, 6, 8]",15.0,23.151
3,[0],"[2, 0]",2.0,5.455
4,"[6, 10]","[11, 6, 0]",6.0,31.473
5,[0],"[6, 19]",2.0,2.875
6,"[6, 10]","[8, 6, 20]",6.0,18.413
7,"[10, 16]","[5, 6, 14]",11.4,9.495
8,"[0, 6]","[18, 6, 16]",14.2,4.693
9,[10],"[18, 0]",15.8,20.125
10,[6],"[12, 13]",2.0,2.571
11,-,-,-,-
12,[16],"[8, 6]",12.6,19.747
13,[6],"[12, 10]",2.0,5.455
14,"[0, 6]","[5, 6, 12]",4.0,12.937
15,"[6, 0]","[12, 6, 17]",18.9,13.241
16,"[0, 6]","[3, 6, 16]",4.6,9.533
17,[16],"[13, 15]",2.0,5.143
18,[6],"[13, 11]",2.0,6.429
19,[10],"[3, 6]",2.0,7.714
20,[6],"[10, 12]",4.0,7.714
21,-,-,-,-
22,"[0, 16]","[4, 6, 11]",22.8,17.705
23,"[16, 0]","[16, 6, 0]",17.9,20.103
24,[0],"[5, 3]",2.0,5.143
25,[16],"[13, 16]",2.0,7.821
26,"[6, 0]","[11, 6, 1]",20.6,27.496
27,[6],"[16, 15]",2.0,2.875
28,"[16, 10]","[9, 6, 17]",14.9,21.139
29,[16],"[9, 16]",6.0,16.643
30,[16],"[13, 12]",2.0,2.571
31,[0],"[0, 17]",17.9,20.527
32,"[6, 0]","[15, 6, 18]",20.1,7.511
33,[10],"[2, 4]",2.0,8.625
34,"[16, 0]","[9, 6, 17]",4.0,14.375
35,"[10, 6]","[20, 6, 12]",6.8,16.116
36,[10],"[18, 2]",17.1,18.615
37,"[16, 0]","[16, 6, 1]",23.2,15.467
38,"[6, 0]","[14, 6, 4]",8.8,10.781
39,"[16, 10]","[9, 6, 19]",21.7,14.375
40,[6],"[11, 12]",2.0,3.857
41,[10],"[17, 1]",6.0,16.358
42,"[6, 10]","[15, 6, 17]",18.4,7.511
43,"[6, 0]","[11, 6, 5]",17.8,16.702
44,[6],"[8, 9]",2.0,1.286
45,"[16, 10]","[15, 6, 20]",4.0,10.386
46,"[6, 10]","[14, 6, 20]",22.2,12.957
47,[6],"[13, 9]",2.0,8.625
48,"[0, 6]","[5, 6, 12]",9.0,13.015
49,"[16, 0]","[11, 6, 4]",10.0,25.856
50,"[16, 10]","[13, 6, 3]",6.0,17.209
51,"[0, 16]","[18, 6, 16]",15.0,4.693
52,[0],"[17, 2]",2.0,14.375
53,[16],"[14, 10]",4.0,10.781
54,"[16, 10]","[7, 6, 2]",12.0,23.84
55,-,-,-,-
56,"[0, 16]","[2, 6, 14]",24.3,19.404
57,-,-,-,-
58,[10],"[17, 3]",2.0,10.366
59,[6],"[11, 9]",2.0,4.066
60,[16],"[15, 8]",4.0,11.663
61,"[0, 16]","[5, 6, 7]",7.3,14.675
62,[0],"[1, 2]",2.0,1.286
63,-,-,-,-
64,[0],"[3, 5]",2.0,5.143
65,[6],"[14, 16]",2.0,5.301
66,[0],"[5, 1]",2.0,10.985
67,[6],"[12, 16]",2.0,8.625
68,"[10, 16]","[17, 6, 9]",23.1,14.375
69,"[6, 10]","[10, 6, 4]",6.4,15.049
