user ID,used buses,used transfer points,waiting time,ride time
0,[29],"[13, 12]",2.0,2.769
1,"[28, 19]","[6, 3, 10]",23.5,15.5
2,"[19, 18]","[9, 3, 4]",20.5,11.077
3,"[28, 29]","[0, 3, 10]",19.0,19.105
4,[28],"[1, 4]",4.0,10.385
5,"[19, 18]","[12, 3, 6]",4.0,22.382
6,[29],"[3, 13]",4.0,17.247
7,"[18, 29]","[0, 3, 11]",12.5,24.231
8,[19],"[0, 12]",2.0,23.508
9,"[29, 18]","[10, 3, 5]",6.5,16.027
10,"[28, 19]","[5, 3, 8]",4.0,10.069
11,"[28, 19]","[1, 3, 9]",23.2,14.538
12,"[19, 28]","[11, 3, 0]",4.0,20.391
13,"[18, 29]","[1, 3, 13]",12.5,23.709
14,[18],"[1, 4]",2.0,10.385
15,"[29, 28]","[8, 3, 1]",4.0,11.077
16,"[19, 18]","[8, 3, 4]",4.0,7.615
17,[29],"[9, 0]",4.0,16.929
18,"[29, 18]","[13, 3, 2]",4.0,20.135
19,[29],"[0, 13]",2.0,24.31
