number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,08:25:30,[],[]
2,7,08:33:00,08:35:00,['62'],[]
3,3,08:50:26,09:03:15,"['14', '6', '51', '13']",[]
4,9,09:19:45,09:21:45,[],"['51', '13']"
5,11,09:29:15,09:31:15,[],['14']
6,12,09:43:37,09:45:37,[],"['62', '6']"
7,11,09:57:59,10:00:00,['29'],[]
8,13,10:12:22,10:18:16,[],['29']
9,9,10:37:59,10:40:00,['0'],[]
10,11,10:47:30,10:49:30,[],['0']
11,8,11:04:30,11:15:00,['49'],[]
12,3,11:24:00,11:27:52,['28'],['49']
13,8,11:36:52,11:38:52,['55'],[]
14,9,11:46:22,11:48:22,['23'],[]
15,10,11:53:46,11:55:46,['24'],"['23', '55']"
16,11,12:00:00,12:02:01,['66'],[]
17,13,12:14:23,12:20:00,"['22', '8']","['28', '66', '24']"
18,11,12:32:22,12:50:53,['27'],['8']
19,3,13:14:52,13:16:53,[],['27']
20,7,13:32:19,13:35:00,['35'],['22']
21,0,13:42:30,13:44:30,[],['35']
22,7,13:52:00,13:54:00,['25'],[]
23,3,14:09:26,14:11:26,['42'],[]
24,11,14:35:25,14:39:23,[],['25']
25,13,14:51:45,15:08:45,[],['42']
26,14,16:01:25,19:00:00,[],[]
