user ID,used buses,used transfer points,waiting time,ride time
0,[19],"[9, 11]",2.0,7.5
1,"[28, 29]","[4, 3, 13]",10.5,44.869
2,-,-,-,-
3,-,-,-,-
4,-,-,-,-
5,"[18, 29]","[5, 3, 12]",25.5,49.185
6,"[18, 19]","[2, 3, 12]",8.0,43.869
7,"[29, 28]","[7, 0, 2]",22.0,22.943
8,[19],"[13, 11]",2.0,12.369
9,[28],"[2, 3]",2.0,7.5
10,[28],"[1, 0]",2.0,13.5
11,-,-,-,-
12,-,-,-,-
13,"[18, 19]","[2, 3, 9]",4.0,24.0
14,"[28, 19]","[6, 3, 11]",19.9,36.369
15,[29],"[12, 8]",16.1,29.52
16,[29],"[11, 3]",16.1,26.151
17,[29],"[11, 13]",4.0,18.369
18,-,-,-,-
19,[29],"[11, 9]",2.0,7.5
20,[29],"[9, 11]",2.0,7.5
21,"[29, 18]","[10, 3, 2]",9.5,29.408
22,[19],"[13, 7]",22.5,51.813
23,[19],"[9, 10]",2.0,5.408
24,[19],"[10, 13]",4.0,16.612
25,[19],"[7, 11]",4.0,39.443
26,[18],"[0, 3]",2.0,20.18
27,"[19, 18]","[11, 3, 5]",14.0,36.816
28,"[28, 19]","[4, 3, 13]",12.0,46.02
29,[19],"[11, 13]",2.0,12.369
30,-,-,-,-
31,[29],"[13, 7]",8.0,53.269
32,-,-,-,-
33,[28],"[4, 1]",4.0,22.5
34,"[18, 29]","[5, 3, 10]",6.9,34.724
35,[19],"[7, 0]",2.0,7.5
36,[28],"[6, 3]",6.0,21.369
37,[18],"[1, 0]",2.0,13.5
38,[29],"[7, 11]",6.0,39.443
39,-,-,-,-
40,[28],"[5, 3]",4.0,19.869
41,"[29, 28]","[9, 3, 6]",7.5,28.869
42,"[18, 19]","[4, 3, 13]",9.9,43.869
43,[28],"[3, 0]",4.0,28.5
44,[18],"[1, 0]",2.0,13.5
45,-,-,-,-
46,-,-,-,-
47,[18],"[1, 6]",6.0,27.369
48,[18],"[4, 2]",2.0,15.0
49,"[19, 28]","[8, 3, 4]",5.9,16.5
50,-,-,-,-
51,"[18, 19]","[2, 3, 9]",4.0,24.0
52,-,-,-,-
53,[18],"[1, 4]",2.0,22.5
54,[18],"[1, 0]",2.0,13.5
55,[19],"[8, 10]",4.0,12.908
56,-,-,-,-
57,-,-,-,-
58,[29],"[3, 9]",2.0,16.5
59,"[18, 29]","[6, 3, 13]",16.0,52.38
60,[29],"[3, 10]",2.0,21.213
61,-,-,-,-
62,[19],"[7, 12]",18.8,51.813
63,[18],"[2, 3]",2.0,7.5
64,"[29, 18]","[10, 3, 5]",12.6,34.029
65,[29],"[11, 3]",4.0,25.456
66,[19],"[11, 13]",2.0,12.369
67,"[28, 29]","[2, 3, 10]",15.9,29.408
68,[18],"[6, 4]",2.0,12.816
69,"[28, 29]","[1, 3, 10]",18.4,36.908
