number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,08:13:38,[],[]
2,5,08:33:23,08:35:23,['2'],[]
3,4,08:42:59,08:45:00,['82'],[]
4,3,08:49:36,08:55:00,['5'],"['82', '2']"
5,2,08:59:36,09:01:36,[],['5']
6,3,09:06:12,09:38:42,['67'],[]
7,0,09:51:07,09:55:00,['63'],['67']
8,1,10:03:18,10:05:18,[],['63']
9,2,10:09:54,10:15:00,['74'],[]
10,3,10:19:36,10:21:36,[],['74']
11,6,10:29:12,10:31:13,"['14', '99']",[]
12,5,10:32:08,10:44:17,['58'],[]
13,3,10:52:10,11:12:58,['84'],"['14', '58', '99']"
14,4,11:17:34,11:35:00,"['72', '93']",['84']
15,3,11:39:36,11:41:36,[],"['93', '72']"
16,1,11:50:49,12:15:00,['15'],[]
17,2,12:19:36,12:23:40,"['75', '41']",[]
18,3,12:28:16,12:30:17,[],['75']
19,4,12:34:53,12:36:54,[],['15']
20,6,12:44:47,12:46:48,[],['41']
21,4,12:54:41,12:56:41,['76'],[]
22,3,13:01:17,13:03:18,[],['76']
23,1,13:12:31,13:20:00,['69'],[]
24,2,13:24:36,13:30:00,['24'],['69']
25,3,13:34:36,13:36:36,[],['24']
26,1,13:45:49,14:03:23,['73'],[]
27,2,14:07:59,14:20:24,"['21', '68']",[]
28,3,14:25:00,14:27:01,[],"['21', '68']"
29,6,14:34:37,14:36:38,[],['73']
30,1,14:49:56,16:09:21,['79'],[]
31,3,16:18:34,16:20:34,[],['79']
32,0,16:32:59,16:35:00,"['53', '92']",[]
33,1,16:43:18,16:49:21,['43'],[]
34,3,16:58:34,17:00:34,['36'],"['53', '92', '43']"
35,0,17:12:59,17:15:00,[],['36']
36,3,17:27:25,17:57:24,['80'],[]
37,5,18:05:17,18:07:17,[],['80']
38,14,18:27:02,19:00:00,[],[]
