number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,10:42:22,[],[]
2,5,10:51:35,10:53:35,['18'],[]
3,4,10:57:16,10:59:17,['28'],['18']
4,6,11:07:59,11:10:00,['14'],['28']
5,4,11:18:42,11:22:38,['5'],['14']
6,5,11:26:19,11:39:59,['32'],['5']
7,4,11:43:40,11:45:41,['39'],['32']
8,5,11:49:22,12:09:22,[],['39']
9,4,12:13:03,12:30:00,['10'],[]
10,5,12:33:41,12:35:41,[],['10']
11,4,12:39:22,13:53:32,['2'],[]
12,6,14:02:14,14:04:15,[],['2']
13,16,14:11:27,19:00:00,[],[]
