number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:23:53,[],[]
2,0,08:23:52,08:25:53,"['4', '8']",[]
3,15,08:34:52,08:36:53,[],['8']
4,20,08:56:57,08:58:58,[],['4']
5,16,09:16:16,09:20:00,['19'],[]
6,4,09:23:43,09:29:23,['13'],['19']
7,0,09:41:29,09:43:30,[],['13']
8,18,10:01:56,10:35:00,['17'],[]
9,17,10:39:12,10:50:00,['9'],[]
10,4,10:54:53,11:04:23,[],"['17', '9']"
11,19,11:13:37,11:20:00,['15'],[]
12,18,11:22:04,11:24:04,['12'],[]
13,4,11:33:04,11:35:04,[],"['12', '15']"
14,15,11:41:26,13:11:51,['6'],[]
15,0,13:20:51,13:52:00,['16'],['6']
16,18,14:10:26,14:12:26,[],['16']
17,28,14:30:52,19:00:00,[],[]
