user ID,used buses,used transfer points,waiting time,ride time
0,[8],"[5, 1]",2.0,10.568
1,"[8, 9]","[2, 3, 8]",4.0,7.615
2,"[8, 9]","[5, 3, 8]",6.0,13.324
3,[64],"[26, 13]",2.0,6.383
4,"[9, 4]","[11, 0, 20]",9.7,48.019
5,"[8, 9, 92, 64]","[5, 3, 0, 24, 27]",16.4,39.604
6,"[4, 92]","[15, 0, 21]",13.6,17.563
7,"[64, 92, 8]","[12, 24, 0, 4]",8.1,37.02
8,"[9, 4]","[9, 0, 15]",5.7,24.48
9,"[4, 8]","[17, 4, 2]",13.5,11.818
10,"[9, 8]","[11, 3, 2]",4.0,14.538
11,[9],"[10, 7]",7.8,16.918
12,"[4, 8, 9]","[18, 4, 0, 7]",6.0,24.572
13,"[4, 92, 64]","[4, 0, 24, 12]",14.0,37.024
14,[9],"[3, 8]",2.0,4.154
15,"[4, 8, 92]","[19, 4, 0, 22]",8.0,35.038
16,"[92, 4]","[24, 0, 18]",27.1,39.307
17,"[4, 8]","[18, 4, 3]",22.3,12.568
18,"[9, 92]","[3, 0, 23]",10.4,25.961
19,"[4, 8, 92]","[16, 4, 0, 22]",15.0,28.354
