number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,08:12:00,[],[]
2,4,08:33:00,08:35:00,['22'],[]
3,10,08:44:36,08:46:36,[],['22']
4,12,09:03:22,09:05:22,['15'],[]
5,9,09:14:51,09:16:51,['46'],['15']
6,14,09:37:15,09:40:00,['37'],['46']
7,13,09:46:00,09:54:39,['19'],['37']
8,0,10:12:46,10:14:46,"['7', '2', '23', '12']",['19']
9,14,10:27:40,10:29:40,[],['2']
10,13,10:35:39,10:37:40,['16'],"['7', '12']"
11,12,10:48:35,10:50:36,[],['16']
12,9,11:00:05,11:02:06,[],['23']
13,8,11:19:35,11:29:59,"['33', '44']",[]
14,13,12:05:38,12:07:38,[],['44']
15,14,12:13:37,12:15:38,[],['33']
16,13,12:21:37,12:23:38,['21'],[]
17,12,12:34:33,12:36:33,['0'],[]
18,4,13:02:10,13:04:11,[],"['0', '21']"
19,10,13:13:47,13:20:00,"['45', '10']",[]
20,12,13:36:46,13:50:38,"['18', '4']",[]
21,13,14:01:33,14:03:33,['9'],"['45', '10']"
22,0,14:21:40,14:24:34,['54'],"['9', '18', '4']"
23,10,15:00:37,15:02:37,[],['54']
24,27,15:19:23,19:00:00,[],[]
