number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,08:16:35,[],[]
2,5,08:25:48,08:27:48,['60'],[]
3,8,08:37:01,08:39:02,[],['60']
4,6,08:46:14,09:37:08,['47'],[]
5,4,09:45:50,10:10:00,"['12', '4']",['47']
6,6,10:18:42,10:24:27,['27'],"['12', '4']"
7,7,10:27:13,10:32:37,['71'],[]
8,8,10:37:59,10:40:00,[],"['27', '71']"
9,7,10:45:22,11:35:00,"['32', '57']",[]
10,8,11:40:22,11:42:22,[],"['32', '57']"
11,7,11:47:44,11:50:00,['45'],[]
12,6,11:52:46,11:54:46,['61'],[]
13,4,12:03:28,13:10:00,['75'],"['45', '61']"
14,8,13:22:55,13:53:33,['41'],['75']
15,4,14:06:28,15:08:43,['26'],['41']
16,5,15:12:24,15:14:25,['42'],['26']
17,7,15:22:21,15:24:21,[],['42']
18,5,15:32:17,15:45:00,['29'],[]
19,4,15:48:41,16:08:14,"['35', '39']",['29']
20,5,16:11:55,16:13:56,[],['39']
21,8,16:23:09,16:28:36,[],['35']
22,16,16:28:36,19:00:00,[],[]
