number,stop ID,arrival time,departure time,pick up users,drop of users
1,15,07:00:00,09:02:57,[],[]
2,0,09:02:57,09:04:57,['14'],[]
3,1,09:11:08,11:10:00,['28'],['14']
4,2,11:15:32,11:17:32,[],['28']
5,3,11:23:04,12:00:00,['10'],[]
6,4,12:09:13,12:26:36,"['45', '61']",['10']
7,1,12:46:54,13:15:55,"['64', '40']","['45', '61']"
8,2,13:21:27,13:23:27,['36'],[]
9,3,13:28:59,13:30:59,['69'],['40']
10,4,13:40:12,13:42:13,[],"['64', '36', '69']"
11,2,13:56:59,14:25:00,['44'],[]
12,1,14:30:32,14:32:32,['56'],[]
13,0,14:38:43,14:40:43,['26'],"['56', '44']"
14,4,15:06:42,15:08:43,[],['26']
15,2,15:23:29,15:44:40,['8'],[]
16,0,15:56:05,15:59:00,[],['8']
17,15,15:59:00,19:00:00,[],[]
