user ID,used buses,used transfer points,waiting time,ride time
0,-,-,-,-
1,"[4, 8, 9]","[18, 4, 3, 7]",27.3,19.589
2,"[92, 64]","[22, 24, 27]",5.1,11.216
3,"[4, 8, 9]","[18, 4, 3, 9]",27.4,20.077
4,-,-,-,-
5,"[8, 4, 92]","[5, 4, 0, 23]",24.2,33.191
6,"[64, 9, 8]","[12, 13, 3, 4]",18.4,22.904
7,"[64, 9, 8, 4]","[26, 13, 3, 4, 19]",23.0,37.211
8,"[8, 4]","[5, 4, 20]",23.2,19.841
9,"[64, 9]","[26, 13, 3]",24.7,23.056
10,"[8, 9, 64]","[1, 3, 13, 25]",11.3,30.164
11,"[9, 4]","[7, 0, 15]",19.0,12.462
12,"[9, 8, 4]","[11, 3, 4, 20]",23.5,28.454
13,"[4, 8]","[18, 4, 5]",4.0,14.709
14,"[92, 9, 8]","[22, 0, 3, 6]",25.8,26.873
15,"[9, 8, 4]","[10, 3, 4, 18]",11.8,22.252
16,"[9, 8]","[8, 3, 5]",21.4,10.069
17,-,-,-,-
18,"[64, 9, 8]","[27, 13, 3, 2]",17.7,32.821
19,"[92, 8]","[23, 0, 2]",25.6,22.499
