number,stop ID,arrival time,departure time,pick up users,drop of users
1,22,07:00:00,07:56:10,[],[]
2,16,07:57:59,08:00:00,['3'],[]
3,12,08:08:37,08:10:37,[],['3']
4,16,08:19:14,08:45:00,['15'],[]
5,13,08:52:49,08:54:49,['2'],[]
6,9,09:03:26,09:05:26,[],['2']
7,8,09:06:43,09:08:43,[],['15']
8,10,09:11:17,09:25:00,['6'],[]
9,0,09:39:22,09:53:49,['16'],['6']
10,7,10:03:36,10:05:36,['11'],[]
11,8,10:09:27,10:11:28,[],['11']
12,9,10:12:45,10:14:45,[],['16']
13,11,10:18:48,10:25:00,['0'],[]
14,8,10:29:38,10:36:17,[],['0']
15,22,10:48:56,19:00:00,[],[]
