number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,08:10:47,[],[]
2,6,08:17:59,08:20:00,['3'],[]
3,8,08:27:12,08:29:12,[],['3']
4,5,08:38:25,08:40:26,['26'],[]
5,7,08:48:22,08:50:22,[],['26']
6,4,09:01:31,09:35:00,['68'],[]
7,8,09:47:55,11:44:59,['13'],['68']
8,7,11:50:21,11:52:22,['14'],[]
9,4,12:03:31,12:44:48,['66'],"['14', '13']"
10,6,12:53:30,13:00:00,['56'],[]
11,7,13:02:46,13:04:46,[],['56']
12,8,13:10:08,13:12:09,"['65', '59']",['66']
13,7,13:17:31,13:19:32,['9'],['65']
14,5,13:27:28,13:29:28,['24'],['59']
15,4,13:33:09,14:01:09,['47'],"['24', '9']"
16,7,14:12:18,14:23:54,[],['47']
17,16,14:29:16,19:00:00,[],[]
