number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,10:37:00,['0'],[]
2,4,10:49:07,10:51:07,['89'],[]
3,6,10:57:02,10:59:02,[],"['0', '89']"
4,5,10:59:44,11:42:00,"['4', '40', '44']",[]
5,4,11:47:43,11:51:16,[],"['40', '4']"
6,1,12:01:39,13:17:19,['38'],['44']
7,2,13:20:47,13:22:47,['16'],[]
8,3,13:26:15,13:28:15,[],['38']
9,4,13:31:43,13:33:43,[],['16']
10,5,13:39:26,13:42:00,['47'],[]
11,3,13:47:55,13:59:09,['59'],[]
12,2,14:02:37,14:04:37,[],['59']
13,1,14:08:05,14:10:05,[],['47']
14,0,14:16:19,19:00:00,[],[]
