number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:32:52,[],[]
2,2,08:40:00,08:42:00,['74'],[]
3,1,08:45:28,09:47:00,['34'],['74']
4,4,09:57:23,10:12:44,['20'],['34']
5,3,10:16:12,10:31:02,"['84', '70', '72']",['20']
6,4,10:34:30,11:51:16,['51'],"['72', '84', '70']"
7,3,11:54:44,12:07:00,['82'],['51']
8,5,12:12:55,12:14:55,[],['82']
9,4,12:20:38,12:29:10,['81'],[]
10,1,12:39:33,13:27:00,['62'],['81']
11,0,13:33:14,13:35:14,[],['62']
12,0,13:35:14,19:00:00,[],[]
