number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,11:39:28,[],[]
2,14,11:45:00,11:47:00,['15'],[]
3,0,11:52:32,11:54:32,['43'],['15']
4,17,12:10:12,12:12:12,[],['43']
5,19,12:17:12,12:52:59,['25'],[]
6,16,13:05:28,13:07:28,[],['25']
7,18,13:20:00,13:22:00,['36'],[]
8,17,13:26:13,13:28:13,['19'],[]
9,15,13:39:29,13:52:00,['38'],[]
10,14,13:55:28,13:58:59,[],"['36', '19']"
11,0,14:04:31,14:06:31,[],['38']
12,15,14:15:31,14:47:00,['7'],[]
13,4,14:53:23,14:55:23,[],['7']
14,19,15:04:37,15:12:00,['12'],[]
15,4,15:21:14,15:23:14,['18'],['12']
16,15,15:29:37,15:43:44,[],['18']
17,17,15:55:00,15:57:00,['3'],[]
18,4,16:01:54,16:03:54,['24'],['3']
19,16,16:07:38,16:09:38,[],['24']
20,0,16:19:03,19:00:00,[],[]
