number,stop ID,arrival time,departure time,pick up users,drop of users
1,25,07:00:00,08:36:04,[],[]
2,13,08:42:38,08:44:38,['28'],[]
3,26,08:51:01,08:53:01,[],['28']
4,24,08:56:29,10:00:17,['26'],[]
5,13,10:06:51,11:27:00,['27'],['26']
6,25,11:33:34,11:35:34,[],['27']
7,24,11:39:43,11:42:32,['15'],[]
8,13,11:49:06,11:59:03,['41'],['15']
9,26,12:05:26,12:09:46,[],['41']
10,24,12:13:14,13:23:42,"['38', '34']",[]
11,26,13:27:10,13:29:10,[],['38']
12,13,13:35:33,15:25:46,['20'],['34']
13,26,15:32:09,15:42:00,['12'],[]
14,25,15:49:14,15:51:14,[],"['20', '12']"
15,25,15:51:14,19:00:00,[],[]
