user ID,used buses,used transfer points,waiting time,ride time
0,"[8, 7]","[29, 28, 23]",4.0,24.329
1,-,-,-,-
2,[0],"[20, 18]",2.0,4.5
3,-,-,-,-
4,-,-,-,-
5,"[0, 8]","[0, 6, 29]",12.6,26.833
6,"[7, 0]","[23, 0, 4]",4.0,24.971
7,[7],"[21, 27]",2.0,15.0
8,"[7, 0]","[24, 0, 18]",9.9,34.902
9,"[0, 8, 7]","[4, 17, 28, 24]",17.0,33.569
10,"[0, 8]","[18, 6, 30]",5.4,12.478
11,"[7, 8, 6]","[25, 28, 6, 7]",9.8,38.431
12,-,-,-,-
13,"[8, 6]","[29, 6, 10]",21.1,18.802
14,"[7, 8, 0]","[21, 28, 6, 20]",12.7,42.056
15,[0],"[4, 0]",2.0,16.225
16,"[6, 8]","[10, 6, 30]",21.7,21.218
17,[7],"[26, 25]",2.0,3.0
18,-,-,-,-
19,"[6, 0]","[13, 6, 4]",4.0,15.42
20,"[7, 8, 6]","[27, 28, 6, 9]",24.1,34.607
21,"[8, 0]","[29, 6, 18]",14.8,10.062
22,[6],"[0, 6]",2.0,20.125
23,[6],"[12, 10]",2.0,6.364
24,"[8, 7]","[31, 28, 22]",19.4,18.908
25,[7],"[28, 24]",2.0,10.92
26,"[0, 7]","[1, 0, 22]",16.6,12.908
27,"[7, 8, 6]","[25, 28, 6, 9]",15.5,38.265
28,"[7, 8]","[26, 28, 29]",12.1,15.908
29,[0],"[18, 4]",2.0,7.649
30,[8],"[31, 29]",2.0,7.5
31,-,-,-,-
32,"[0, 6]","[4, 6, 10]",20.5,16.593
33,"[0, 8, 7]","[19, 6, 28, 25]",24.9,28.202
34,[6],"[15, 8]",2.0,10.607
35,"[8, 7]","[29, 28, 23]",12.2,24.42
36,-,-,-,-
37,"[7, 8]","[27, 28, 31]",4.0,7.243
38,"[7, 0, 6]","[24, 0, 6, 13]",11.1,42.468
39,[6],"[12, 14]",2.0,4.243
