number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:23:19,[],[]
2,23,08:30:49,08:32:49,['68'],[]
3,28,08:44:40,08:46:40,[],['68']
4,27,08:50:18,09:42:00,['41'],[]
5,28,09:45:38,09:47:38,[],['41']
6,22,10:00:45,11:22:00,"['5', '63']",[]
7,28,11:35:07,12:12:00,['50'],"['5', '63']"
8,27,12:15:38,12:17:38,[],['50']
9,28,12:21:16,12:41:53,['24'],[]
10,22,12:55:00,12:57:00,[],['24']
11,0,13:03:26,13:30:22,['42'],[]
12,21,13:35:00,13:37:00,['81'],['42']
13,0,13:41:38,19:00:00,[],['81']
