number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,08:14:50,[],[]
2,14,08:37:59,08:40:00,"['5', '3']",[]
3,13,08:43:41,08:45:41,[],['5']
4,11,08:57:21,08:59:22,[],['3']
5,4,09:10:10,09:21:46,"['0', '7']",[]
6,11,09:32:34,09:34:34,[],['7']
7,14,09:45:38,09:49:05,[],['0']
8,13,09:52:46,10:15:00,['8'],[]
9,4,10:37:28,10:39:28,[],['8']
10,13,11:01:56,11:03:57,"['9', '2']",[]
11,14,11:07:38,11:13:11,[],['9']
12,0,11:21:07,11:23:07,['1'],['2']
13,14,11:31:03,11:41:33,[],['1']
14,27,12:04:42,19:00:00,[],[]
