number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,08:18:29,[],[]
2,1,08:24:42,08:26:43,['18'],[]
3,3,08:33:38,08:35:38,[],['18']
4,1,08:42:33,08:50:00,['24'],[]
5,3,08:56:55,08:58:55,[],['24']
6,1,09:05:50,09:07:50,['36'],[]
7,3,09:14:45,09:16:46,[],['36']
8,2,09:20:13,10:00:00,['44'],[]
9,3,10:03:27,10:05:27,[],['44']
10,6,10:11:09,10:55:00,['28'],[]
11,3,11:00:42,11:28:40,"['14', '58']",['28']
12,2,11:32:07,11:34:08,[],['14']
13,1,11:37:35,11:40:00,['19'],['58']
14,2,11:43:27,11:50:00,['7'],[]
15,3,11:53:27,11:58:04,[],"['7', '19']"
16,4,12:01:31,12:03:32,['80'],[]
17,3,12:06:59,12:09:00,['82'],[]
18,2,12:12:27,12:14:27,[],['82']
19,0,12:21:34,12:23:35,['41'],['80']
20,3,12:32:53,12:38:58,['12'],['41']
21,1,12:45:53,13:50:00,['61'],['12']
22,2,13:53:27,13:58:39,['9'],['61']
23,3,14:02:06,14:04:06,['35'],['9']
24,5,14:10:00,14:12:01,[],['35']
25,3,14:17:55,14:23:27,['68'],[]
26,6,14:29:09,14:31:09,[],['68']
27,4,14:37:03,14:39:04,['69'],[]
28,3,14:42:31,14:44:32,['75'],['69']
29,4,14:47:59,14:50:00,"['46', '37']",[]
30,5,14:55:42,14:57:42,[],['46']
31,6,14:58:23,15:07:52,[],"['75', '37']"
32,4,15:13:46,15:20:00,['53'],[]
33,6,15:25:54,15:27:54,[],['53']
34,2,15:35:15,16:20:00,['31'],[]
35,3,16:23:27,16:26:28,['89'],[]
36,5,16:32:22,16:34:23,[],['89']
37,6,16:35:04,16:37:05,[],['31']
38,4,16:42:59,16:45:00,['23'],[]
39,3,16:48:27,16:50:27,['26'],['23']
40,1,16:57:22,17:06:42,[],['26']
41,14,17:12:55,19:00:00,[],[]
