number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,07:58:00,[],[]
2,4,08:10:55,08:30:00,['6'],[]
3,5,08:33:41,08:50:00,['28'],[]
4,7,08:57:56,08:59:56,[],"['28', '6']"
5,6,09:02:42,09:13:06,"['23', '18']",[]
6,4,09:21:48,09:23:49,"['47', '17', '32']","['23', '18']"
7,6,09:32:31,09:34:31,[],['32']
8,7,09:37:17,09:57:10,[],"['17', '47']"
9,8,10:02:32,10:40:00,['0'],[]
10,4,10:52:55,11:06:42,['31'],['0']
11,7,11:17:51,11:19:51,[],['31']
12,8,11:25:13,11:28:04,"['36', '7']",[]
13,7,11:33:26,11:35:27,[],"['36', '7']"
14,16,11:40:49,19:00:00,[],[]
