user ID,used buses,used transfer points,waiting time,ride time
0,"[4, 8]","[17, 4, 5]",16.0,10.604
1,-,-,-,-
2,"[8, 92]","[2, 0, 22]",9.0,21.543
3,"[64, 92, 8, 4]","[27, 24, 0, 4, 16]",20.8,39.053
4,-,-,-,-
5,"[4, 8, 9]","[16, 4, 3, 10]",26.6,16.98
6,"[92, 64]","[22, 24, 26]",22.4,12.53
7,[8],"[5, 2]",2.0,7.833
8,"[8, 4]","[5, 4, 20]",4.0,19.624
9,"[64, 9]","[24, 13, 7]",6.2,30.369
10,"[8, 4]","[6, 4, 20]",4.0,19.83
11,"[9, 64]","[8, 13, 27]",24.0,16.917
12,"[8, 9, 64]","[1, 3, 13, 26]",8.2,29.979
13,"[8, 9]","[4, 3, 8]",4.0,7.615
14,"[64, 92]","[25, 24, 21]",23.9,16.615
15,-,-,-,-
16,[92],"[0, 21]",2.0,8.563
17,"[64, 9, 8]","[12, 13, 3, 2]",28.1,22.904
18,"[9, 64]","[8, 13, 26]",6.0,18.95
19,"[8, 4]","[1, 4, 20]",26.0,24.3
20,"[9, 64]","[0, 13, 27]",6.2,28.688
21,"[9, 64, 92]","[11, 13, 24, 23]",6.3,17.815
22,[64],"[12, 27]",2.0,1.958
23,"[4, 92]","[18, 0, 24]",24.5,39.459
24,"[92, 64]","[21, 24, 25]",4.0,16.615
25,[64],"[27, 24]",2.0,2.189
26,"[4, 8]","[20, 4, 3]",9.0,17.377
27,"[92, 8, 9]","[21, 0, 3, 8]",17.5,22.031
28,"[9, 64]","[11, 13, 24]",16.5,12.277
29,"[4, 8]","[14, 0, 1]",4.0,11.769
30,"[92, 4]","[23, 0, 17]",27.4,31.037
31,"[4, 8, 9]","[16, 4, 3, 9]",25.9,14.805
32,"[4, 92]","[18, 0, 21]",6.0,28.44
33,"[92, 8]","[22, 0, 4]",15.6,24.869
34,"[9, 8]","[11, 3, 2]",4.8,14.538
35,"[64, 9, 8]","[12, 13, 3, 4]",28.1,22.904
36,"[9, 64]","[9, 13, 26]",4.0,15.489
37,"[4, 8, 9]","[16, 4, 3, 10]",23.0,16.98
38,"[4, 8, 9, 64]","[19, 4, 3, 13, 27]",20.5,33.75
39,[92],"[0, 22]",4.0,12.093
40,"[4, 9]","[17, 0, 11]",4.0,34.306
41,"[8, 9, 64]","[5, 3, 13, 24]",25.3,33.196
42,"[64, 9]","[25, 13, 7]",4.0,29.922
43,-,-,-,-
44,"[8, 9, 64]","[6, 3, 13, 27]",13.1,30.447
45,[4],"[14, 18]",12.0,16.894
46,"[8, 9, 64]","[4, 3, 13, 24]",28.8,26.815
47,-,-,-,-
48,"[92, 8]","[21, 0, 1]",4.0,14.794
49,-,-,-,-
50,"[4, 92]","[20, 0, 21]",15.0,30.565
51,"[8, 9, 92]","[4, 3, 0, 24]",20.5,35.076
52,-,-,-,-
53,"[64, 9, 8]","[25, 13, 3, 6]",11.0,32.856
54,[8],"[5, 1]",4.0,11.294
55,-,-,-,-
56,"[64, 9, 8, 4]","[12, 13, 3, 4, 14]",27.3,32.748
57,[64],"[27, 24]",2.0,2.189
58,"[9, 8]","[9, 3, 5]",22.8,13.53
59,[64],"[27, 26]",2.0,3.462
60,-,-,-,-
61,"[8, 9, 92]","[2, 3, 0, 22]",16.2,24.869
62,"[4, 8, 92]","[15, 4, 0, 23]",16.5,33.874
63,"[9, 8, 4]","[10, 3, 4, 19]",23.4,24.65
64,-,-,-,-
65,[92],"[23, 0]",2.0,15.372
66,[4],"[15, 20]",14.3,20.298
67,-,-,-,-
68,[4],"[15, 20]",14.5,20.413
69,[4],"[18, 15]",6.0,15.383
