user ID,used buses,used transfer points,waiting time,ride time
0,"[19, 18]","[7, 3, 6]",14.1,12.837
1,[29],"[3, 13]",18.5,17.779
2,[19],"[13, 8]",6.0,13.414
3,[19],"[12, 8]",5.6,12.632
4,"[29, 28]","[7, 3, 1]",10.2,14.051
5,[29],"[8, 9]",2.0,3.462
6,"[29, 18]","[12, 3, 6]",11.5,22.423
7,"[19, 28]","[9, 3, 0]",19.3,16.929
8,"[28, 29]","[5, 3, 9]",4.0,13.53
9,[19],"[13, 3]",8.0,17.568
10,"[18, 29]","[2, 3, 8]",7.4,7.615
11,[19],"[8, 7]",8.9,11.282
12,[29],"[10, 7]",4.0,16.918
13,"[29, 18]","[10, 3, 6]",9.5,15.5
14,"[28, 29]","[6, 3, 11]",10.3,17.684
15,"[18, 29]","[0, 3, 11]",15.3,21.384
16,"[28, 19]","[1, 3, 8]",6.7,11.077
17,"[29, 28]","[8, 3, 5]",21.4,10.069
18,-,-,-,-
19,"[28, 19]","[0, 3, 11]",10.7,24.231
20,[19],"[10, 11]",2.0,1.958
21,"[28, 29]","[5, 3, 9]",4.0,13.53
22,"[29, 28]","[7, 3, 1]",16.8,14.051
23,"[29, 18]","[7, 3, 4]",10.2,10.589
24,"[28, 29]","[1, 3, 10]",23.6,17.035
25,"[28, 29]","[5, 3, 7]",15.0,13.043
26,"[18, 19]","[5, 3, 10]",20.4,15.706
27,"[19, 18]","[11, 3, 6]",21.0,16.786
28,[18],"[1, 5]",2.0,10.568
29,[28],"[5, 0]",9.0,19.069
30,-,-,-,-
31,[29],"[7, 9]",4.9,14.743
32,"[18, 19]","[5, 3, 11]",6.0,16.992
33,[19],"[10, 8]",4.0,5.958
34,"[19, 28]","[9, 3, 1]",20.2,14.538
35,-,-,-,-
36,[28],"[6, 0]",4.0,15.023
37,[18],"[4, 2]",2.0,6.923
38,"[18, 19]","[4, 3, 8]",20.1,7.615
39,"[28, 29]","[4, 3, 13]",20.5,21.24
