number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,08:43:04,[],[]
2,9,08:58:32,09:00:32,['46'],[]
3,3,09:08:08,09:10:09,[],['46']
4,9,09:17:45,09:19:46,['39'],[]
5,7,09:34:02,09:36:03,[],['39']
6,3,09:43:10,09:45:10,"['6', '20']",[]
7,8,09:49:19,09:51:19,[],['6']
8,11,09:58:14,10:00:15,[],['20']
9,12,10:05:57,10:25:00,['22'],[]
10,10,10:31:55,10:33:55,[],['22']
11,3,10:43:42,10:51:28,"['5', '3']",[]
12,9,10:59:04,11:01:04,[],['3']
13,13,11:10:10,11:18:53,[],['5']
14,11,11:24:35,12:25:00,['49'],[]
15,3,12:36:04,12:55:00,['47'],['49']
16,7,13:02:07,13:04:07,[],['47']
17,3,13:11:14,13:20:51,"['14', '17']",[]
18,8,13:25:00,13:27:00,[],['14']
19,12,13:39:32,13:41:33,[],['17']
20,13,13:44:19,13:54:03,['10'],[]
21,12,13:56:49,14:15:00,['26'],[]
22,3,14:31:40,14:33:40,[],"['26', '10']"
23,7,14:40:47,15:05:00,['33'],[]
24,3,15:12:07,15:26:19,['1'],['33']
25,12,15:42:59,15:45:00,['25'],['1']
26,11,15:50:42,15:52:42,['2'],['25']
27,3,16:03:46,16:05:47,[],['2']
28,8,16:09:56,16:50:00,['0'],[]
29,3,16:54:09,16:56:09,['44'],['0']
30,11,17:07:13,17:09:13,['43'],[]
31,12,17:14:55,17:16:56,[],['44']
32,13,17:19:42,17:30:22,[],['43']
33,14,17:54:40,19:00:00,[],[]
