user ID,used buses,used transfer points,waiting time,ride time
0,"[29, 28]","[8, 3, 0]",10.0,13.468
1,"[28, 29]","[6, 3, 12]",17.6,22.382
2,"[29, 28]","[11, 3, 5]",4.0,16.992
3,"[18, 29]","[6, 3, 9]",18.6,17.478
4,[28],"[4, 3]",2.0,3.462
5,"[28, 29]","[2, 3, 13]",12.0,20.183
6,"[18, 29]","[1, 3, 8]",20.2,11.077
7,[18],"[5, 1]",2.0,10.568
8,[18],"[2, 1]",2.0,3.462
9,[19],"[3, 11]",4.0,11.749
10,"[29, 28]","[13, 3, 2]",22.2,22.904
11,"[28, 19]","[5, 3, 10]",21.1,15.706
12,[19],"[13, 11]",2.0,5.709
13,[18],"[3, 2]",2.0,3.462
14,"[28, 29]","[6, 3, 8]",8.0,14.017
15,[19],"[0, 7]",2.0,3.462
16,[19],"[9, 8]",2.0,3.462
17,[29],"[3, 12]",4.0,16.692
18,[18],"[1, 0]",2.0,6.231
19,[28],"[2, 6]",2.0,7.359
20,"[18, 29]","[1, 3, 11]",22.2,18.0
21,[28],"[2, 3]",2.0,3.462
22,[29],"[12, 10]",2.0,6.923
23,[28],"[1, 6]",8.5,10.821
24,[19],"[11, 3]",2.0,11.077
25,[29],"[12, 11]",2.0,5.709
26,"[29, 18]","[12, 3, 5]",4.0,22.588
27,"[18, 19]","[2, 3, 10]",6.0,13.573
28,"[19, 28]","[11, 3, 5]",4.0,16.992
29,"[28, 19]","[1, 3, 7]",4.0,14.051
30,[19],"[9, 11]",4.0,4.454
31,"[28, 19]","[2, 3, 9]",4.0,11.077
32,[19],"[11, 12]",2.0,5.709
33,"[29, 28]","[7, 3, 2]",4.0,10.589
34,[28],"[6, 1]",2.0,9.985
35,[18],"[5, 1]",13.1,16.094
36,[28],"[5, 4]",2.0,5.709
37,[28],"[5, 4]",2.0,5.709
38,"[28, 19]","[5, 3, 0]",16.9,18.485
39,[29],"[9, 7]",2.0,14.272
40,"[28, 19]","[6, 3, 13]",13.3,23.488
41,"[18, 19]","[4, 3, 9]",15.4,11.077
42,[19],"[11, 9]",4.0,4.454
43,[29],"[11, 13]",4.0,8.478
44,"[18, 29]","[4, 3, 12]",12.3,20.247
45,[28],"[2, 3]",2.0,3.462
46,"[29, 18]","[9, 3, 6]",22.8,13.324
47,[29],"[3, 7]",2.0,7.128
48,"[19, 18]","[10, 3, 5]",6.0,16.027
49,"[29, 28]","[11, 3, 5]",20.3,16.992
