user ID,used buses,used transfer points,waiting time,ride time
0,[18],"[6, 5]",2.0,0.692
1,[18],"[0, 2]",2.0,7.128
2,"[19, 18]","[13, 3, 4]",4.0,20.135
3,"[19, 28]","[10, 3, 2]",15.2,13.573
4,[18],"[2, 5]",4.0,12.632
5,[18],"[5, 2]",2.0,7.833
6,"[19, 28]","[12, 3, 0]",19.2,27.624
7,"[19, 18]","[8, 3, 4]",19.0,7.615
8,"[19, 28]","[9, 3, 2]",4.0,11.077
9,[19],"[7, 10]",20.1,16.991
10,"[19, 18]","[10, 3, 5]",23.1,15.706
11,"[18, 19]","[4, 3, 9]",4.0,11.077
12,[18],"[2, 4]",2.0,6.923
13,[19],"[8, 11]",2.0,6.923
14,[18],"[1, 2]",2.0,3.462
15,"[28, 19]","[1, 3, 8]",4.0,11.077
16,"[19, 18]","[8, 3, 5]",19.0,10.069
17,[28],"[3, 4]",2.0,3.462
18,"[18, 19]","[4, 3, 9]",12.2,11.077
19,[18],"[5, 2]",2.0,7.833
