number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,09:25:29,['64'],[]
2,22,09:37:20,09:41:08,['10'],['64']
3,0,09:52:59,09:54:59,['38'],['10']
4,21,10:03:33,10:05:33,[],['38']
5,24,10:18:01,10:22:00,['16'],[]
6,0,10:42:52,11:21:01,['18'],['16']
7,22,11:32:52,11:52:00,['42'],['18']
8,0,12:03:51,13:02:23,['65'],['42']
9,24,13:23:15,13:25:15,['28'],['65']
10,22,13:34:17,13:36:28,[],['28']
11,21,13:40:00,13:42:00,"['19', '57']",[]
12,0,13:50:34,19:00:00,[],"['19', '57']"
